Case ID;Activity;Resource;Complete Timestamp;Variant;Variant index;amount;article;dismissal;expense;lastSent;lifecycle:transition;matricola;notificationType;paymentAmount;points;totalPaymentAmount;vehicleClass;Duration
A12023;Payment;;2008/01/05 00:00:00.000;Variant 5;5;;;;;;complete;;;38.0;;87.0;;7084800.0
A12027;Receive Result Appeal from Prefecture;;2008/01/21 00:00:00.000;Variant 22;22;;;;;;complete;;;;;;;3888000.0
A12027;Notify Result Appeal to Offender;;2008/01/25 00:00:00.000;Variant 22;22;;;;;;complete;;;;;;;345600.0
A12027;Payment;;2008/09/16 00:00:00.000;Variant 22;22;;;;;;complete;;;94.0;;94.0;;20304000.0
A12052;Payment;;2008/09/20 00:00:00.000;Variant 4;4;;;;;;complete;;;87.0;;87.0;;29721600.0
A12061;Payment;;2008/10/14 00:00:00.000;Variant 4;4;;;;;;complete;;;87.0;;87.0;;30499200.0
A12073;Payment;;2008/12/01 00:00:00.000;Variant 4;4;;;;;;complete;;;87.0;;87.0;;37670400.0
A12104;Payment;;2008/09/16 00:00:00.000;Variant 4;4;;;;;;complete;;;87.0;;87.0;;28080000.0
A12113;Payment;;2008/12/09 00:00:00.000;Variant 4;4;;;;;;complete;;;87.0;;87.0;;34387200.0
A12129;Payment;;2008/10/13 00:00:00.000;Variant 4;4;;;;;;complete;;;87.0;;87.0;;30412800.0
A12148;Payment;;2008/12/19 00:00:00.000;Variant 4;4;;;;;;complete;;;87.0;;87.0;;36201600.0
A12171;Payment;;2008/09/23 00:00:00.000;Variant 4;4;;;;;;complete;;;87.0;;87.0;;28684800.0
A12175;Payment;;2008/01/21 00:00:00.000;Variant 5;5;;;;;;complete;;;38.0;;87.0;;4233600.0
A12195;Payment;;2008/09/01 00:00:00.000;Variant 5;5;;;;;;complete;;;38.0;;87.0;;22982400.0
A12196;Add penalty;;2008/01/13 00:00:00.000;Variant 1;1;74.0;;;;;complete;;;;;;;5184000.0
A12219;Payment;;2008/12/23 00:00:00.000;Variant 4;4;;;;;;complete;;;87.0;;87.0;;36547200.0
A12228;Payment;;2008/09/30 00:00:00.000;Variant 4;4;;;;;;complete;;;87.0;;87.0;;29289600.0
A12260;Payment;;2008/09/30 00:00:00.000;Variant 18;18;;;;;;complete;;;51.0;;87.0;;30844800.0
A12266;Payment;;2008/09/17 00:00:00.000;Variant 4;4;;;;;;complete;;;87.0;;87.0;;30412800.0
A12286;Payment;;2008/09/09 00:00:00.000;Variant 4;4;;;;;;complete;;;87.0;;87.0;;27475200.0
A12291;Payment;;2008/10/16 00:00:00.000;Variant 4;4;;;;;;complete;;;87.0;;87.0;;29808000.0
A12292;Payment;;2008/09/22 00:00:00.000;Variant 5;5;;;;;;complete;;;49.0;;136.0;;28598400.0
A12292;Payment;;2008/09/22 00:00:00.000;Variant 5;5;;;;;;complete;;;87.0;;136.0;;0.0
A12414;Appeal to Judge;0.0;2008/01/21 00:00:00.000;Variant 27;27;;;G;;;complete;0.0;;;;;;2678400.0
A12424;Payment;;2008/09/24 00:00:00.000;Variant 4;4;;;;;;complete;;;87.0;;87.0;;28771200.0
A12452;Add penalty;;2008/01/13 00:00:00.000;Variant 1;1;74.0;;;;;complete;;;;;;;5184000.0
A12547;Payment;;2008/10/08 00:00:00.000;Variant 4;4;;;;;;complete;;;87.0;;87.0;;29635200.0
A12550;Payment;;2008/01/07 00:00:00.000;Variant 9;9;;;;;;complete;;;49.0;;49.0;;6220800.0
A12596;Payment;;2008/06/19 00:00:00.000;Variant 4;4;;;;;;complete;;;70.0;;70.0;;19526400.0
A12619;Payment;;2008/07/11 00:00:00.000;Variant 4;4;;;;;;complete;;;87.0;;87.0;;22204800.0
A12643;Payment;;2008/10/10 00:00:00.000;Variant 4;4;;;;;;complete;;;87.0;;87.0;;30067200.0
A12655;Payment;;2008/02/07 00:00:00.000;Variant 9;9;;;;;;complete;;;49.0;;49.0;;8899200.0
A12672;Payment;;2008/10/08 00:00:00.000;Variant 4;4;;;;;;complete;;;87.0;;87.0;;29808000.0
A12695;Payment;;2008/10/16 00:00:00.000;Variant 5;5;;;;;;complete;;;38.0;;87.0;;26870400.0
A12702;Add penalty;;2008/01/15 00:00:00.000;Variant 1;1;74.0;;;;;complete;;;;;;;5184000.0
A12712;Payment;;2008/10/14 00:00:00.000;Variant 4;4;;;;;;complete;;;92.6;;92.6;;28339200.0
A12717;Payment;;2008/12/27 00:00:00.000;Variant 4;4;;;;;;complete;;;87.0;;87.0;;36892800.0
A12738;Payment;;2008/11/13 00:00:00.000;Variant 4;4;;;;;;complete;;;87.0;;87.0;;33091200.0
A12754;Create Fine;536.0;2008/05/14 00:00:00.000;Variant 2;2;36.0;157.0;NIL;;;complete;;;;0.0;0.0;A;0.0
A12754;Payment;;2008/05/20 00:00:00.000;Variant 2;2;;;;;;complete;;;36.0;;36.0;;518400.0
A12757;Create Fine;536.0;2008/05/24 00:00:00.000;Variant 2;2;36.0;157.0;NIL;;;complete;;;;0.0;0.0;A;0.0
A12757;Payment;;2008/05/30 00:00:00.000;Variant 2;2;;;;;;complete;;;36.0;;36.0;;518400.0
A12758;Create Fine;536.0;2008/05/24 00:00:00.000;Variant 2;2;36.0;157.0;NIL;;;complete;;;;0.0;0.0;A;0.0
A12758;Payment;;2008/05/29 00:00:00.000;Variant 2;2;;;;;;complete;;;36.0;;36.0;;432000.0
A12760;Create Fine;536.0;2008/05/24 00:00:00.000;Variant 3;3;36.0;157.0;NIL;;;complete;;;;0.0;0.0;A;0.0
A12760;Send Fine;;2008/07/14 00:00:00.000;Variant 3;3;;;;13.0;;complete;;;;;;;4406400.0
A12762;Create Fine;536.0;2008/05/30 00:00:00.000;Variant 1;1;36.0;157.0;NIL;;;complete;;;;0.0;0.0;A;0.0
A12762;Send Fine;;2008/07/30 00:00:00.000;Variant 1;1;;;;13.0;;complete;;;;;;;5270400.0
A12762;Insert Fine Notification;;2008/08/16 00:00:00.000;Variant 1;1;;;;;P;complete;;P;;;;;1468800.0
A12762;Add penalty;;2008/10/15 00:00:00.000;Variant 1;1;74.0;;;;;complete;;;;;;;5184000.0
A12764;Create Fine;536.0;2008/05/30 00:00:00.000;Variant 7;7;22.0;7.0;NIL;;;complete;;;;0.0;0.0;A;0.0
A12764;Send Fine;;2008/07/30 00:00:00.000;Variant 7;7;;;;13.0;;complete;;;;;;;5270400.0
A12764;Payment;;2008/08/22 00:00:00.000;Variant 7;7;;;;;;complete;;;35.0;;35.0;;1987200.0
A12765;Create Fine;536.0;2008/10/13 00:00:00.000;Variant 1;1;22.0;7.0;NIL;;;complete;;;;0.0;0.0;A;0.0
A12766;Create Fine;536.0;2008/10/13 00:00:00.000;Variant 3;3;22.0;7.0;NIL;;;complete;;;;0.0;0.0;A;0.0
A12769;Create Fine;536.0;2008/12/03 00:00:00.000;Variant 2;2;22.0;7.0;NIL;;;complete;;;;0.0;0.0;A;0.0
A12771;Create Fine;536.0;2008/12/30 00:00:00.000;Variant 3;3;22.0;7.0;NIL;;;complete;;;;0.0;0.0;A;0.0
A12772;Create Fine;536.0;2008/12/30 00:00:00.000;Variant 1;1;22.0;7.0;NIL;;;complete;;;;0.0;0.0;A;0.0
A12828;Send Fine;;2008/03/01 00:00:00.000;Variant 4;4;;;;13.0;;complete;;;;;;;23760000.0
A12828;Insert Fine Notification;;2008/03/10 00:00:00.000;Variant 4;4;;;;;P;complete;;P;;;;;777600.0
A12828;Add penalty;;2008/05/09 00:00:00.000;Variant 4;4;74.0;;;;;complete;;;;;;;5184000.0
A12828;Payment;;2008/08/26 00:00:00.000;Variant 4;4;;;;;;complete;;;87.0;;87.0;;9417600.0
A12842;Payment;;2008/11/05 00:00:00.000;Variant 4;4;;;;;;complete;;;87.0;;87.0;;32313600.0
A12892;Payment;;2008/10/25 00:00:00.000;Variant 4;4;;;;;;complete;;;57.0;;57.0;;31363200.0
A12944;Payment;;2008/06/07 00:00:00.000;Variant 9;9;;;;;;complete;;;49.0;;49.0;;17280000.0
A12946;Add penalty;;2008/01/12 00:00:00.000;Variant 1;1;74.0;;;;;complete;;;;;;;5184000.0
A12991;Payment;;2008/01/18 00:00:00.000;Variant 21;21;;;;;;complete;;;38.0;;87.0;;1900800.0
A12991;Payment;;2008/03/12 00:00:00.000;Variant 21;21;;;;;;complete;;;38.0;;125.0;;4665600.0
A12992;Payment;;2008/09/20 00:00:00.000;Variant 5;5;;;;;;complete;;;38.0;;87.0;;25833600.0
A12996;Payment;;2008/01/14 00:00:00.000;Variant 5;5;;;;;;complete;;;38.0;;87.0;;3456000.0
A13008;Payment;;2008/01/25 00:00:00.000;Variant 4;4;;;;;;complete;;;57.0;;57.0;;6912000.0
A13018;Payment;;2008/09/13 00:00:00.000;Variant 4;4;;;;;;complete;;;87.0;;87.0;;27302400.0
A13026;Add penalty;;2008/01/07 00:00:00.000;Variant 5;5;74.0;;;;;complete;;;;;;;5184000.0
A13026;Payment;;2008/01/16 00:00:00.000;Variant 5;5;;;;;;complete;;;54.6;;54.6;;777600.0
A13026;Payment;;2008/02/20 00:00:00.000;Variant 5;5;;;;;;complete;;;38.0;;92.6;;3024000.0
A13043;Payment;;2008/06/19 00:00:00.000;Variant 5;5;;;;;;complete;;;49.0;;49.0;;18835200.0
A13043;Payment;;2008/09/27 00:00:00.000;Variant 5;5;;;;;;complete;;;38.0;;87.0;;8640000.0
A13069;Payment;;2008/09/09 00:00:00.000;Variant 4;4;;;;;;complete;;;87.0;;87.0;;27475200.0
A13084;Payment;;2008/01/02 00:00:00.000;Variant 4;4;;;;;;complete;;;92.6;;92.6;;2505600.0
A13097;Payment;;2008/10/04 00:00:00.000;Variant 4;4;;;;;;complete;;;87.0;;87.0;;29116800.0
A13105;Create Fine;536.0;2008/09/13 00:00:00.000;Variant 3;3;36.0;157.0;NIL;;;complete;;;;0.0;0.0;A;0.0
A13108;Create Fine;536.0;2008/09/21 00:00:00.000;Variant 2;2;36.0;157.0;NIL;;;complete;;;;0.0;0.0;A;0.0
A13108;Payment;;2008/09/25 00:00:00.000;Variant 2;2;;;;;;complete;;;36.0;;36.0;;345600.0
A13109;Create Fine;536.0;2008/09/21 00:00:00.000;Variant 3;3;36.0;157.0;NIL;;;complete;;;;0.0;0.0;A;0.0
A13112;Create Fine;536.0;2008/09/27 00:00:00.000;Variant 2;2;36.0;157.0;NIL;;;complete;;;;0.0;0.0;A;0.0
A13112;Payment;;2008/09/30 00:00:00.000;Variant 2;2;;;;;;complete;;;36.0;;36.0;;259200.0
A13114;Create Fine;536.0;2008/09/27 00:00:00.000;Variant 1;1;36.0;157.0;NIL;;;complete;;;;0.0;0.0;A;0.0
A13115;Create Fine;536.0;2008/09/27 00:00:00.000;Variant 2;2;36.0;157.0;NIL;;;complete;;;;0.0;0.0;A;0.0
A13115;Payment;;2008/10/03 00:00:00.000;Variant 2;2;;;;;;complete;;;36.0;;36.0;;518400.0
A13116;Create Fine;536.0;2008/09/27 00:00:00.000;Variant 1;1;36.0;157.0;NIL;;;complete;;;;0.0;0.0;A;0.0
A13117;Create Fine;536.0;2008/09/27 00:00:00.000;Variant 2;2;36.0;157.0;NIL;;;complete;;;;0.0;0.0;A;0.0
A13117;Payment;;2008/10/01 00:00:00.000;Variant 2;2;;;;;;complete;;;36.0;;36.0;;345600.0
A13209;Payment;;2008/10/29 00:00:00.000;Variant 5;5;;;;;;complete;;;38.0;;87.0;;31276800.0
A13217;Receive Result Appeal from Prefecture;;2008/01/31 00:00:00.000;Variant 13;13;;;;;;complete;;;;;;;4752000.0
A13217;Notify Result Appeal to Offender;;2008/02/05 00:00:00.000;Variant 13;13;;;;;;complete;;;;;;;432000.0
A13217;Payment;;2008/03/03 00:00:00.000;Variant 13;13;;;;;;complete;;;98.0;;98.0;;2332800.0
A13276;Add penalty;;2008/01/17 00:00:00.000;Variant 1;1;74.0;;;;;complete;;;;;;;5184000.0
A13295;Payment;;2008/10/28 00:00:00.000;Variant 4;4;;;;;;complete;;;87.0;;87.0;;31708800.0
A13304;Payment;;2008/09/25 00:00:00.000;Variant 4;4;;;;;;complete;;;87.0;;87.0;;29030400.0
