Case ID;Activity;Resource;Complete Timestamp;Variant;Variant index;amount;article;dismissal;expense;lastSent;lifecycle:transition;matricola;notificationType;paymentAmount;points;totalPaymentAmount;vehicleClass;Duration
A15241;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;49075200.0
A15243;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 9;9;;;;;;complete;;;;;;;46915200.0
A15245;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;50371200.0
A15249;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;48556800.0
A15307;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 17;17;;;;;;complete;;;;;;;82425600.0
A15327;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68860800.0
A15331;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68947200.0
A15332;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68947200.0
A15336;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68860800.0
A15342;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;63849600.0
A15347;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;56764800.0
A15349;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;55036800.0
A15350;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;55036800.0
A15460;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;93484800.0
A15873;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 19;19;;;;;;complete;;;;;;;73526400.0
A16006;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 20;20;;;;;;complete;;;;;;;70761600.0
A16236;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;52185600.0
A16344;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;57715200.0
A17477;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 17;17;;;;;;complete;;;;;;;86745600.0
A17711;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 17;17;;;;;;complete;;;;;;;83980800.0
A18290;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 19;19;;;;;;complete;;;;;;;70848000.0
A18532;Payment;;2010/03/18 00:00:00.000;Variant 5;5;;;;;;complete;;;57.0;;114.0;;19958400.0
A18540;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68774400.0
A18546;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68601600.0
A18547;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;57628800.0
A18548;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 9;9;;;;;;complete;;;;;;;67737600.0
A18549;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;65232000.0
A18742;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 20;20;;;;;;complete;;;;;;;70848000.0
A19195;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;67996800.0
A20244;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 17;17;;;;;;complete;;;;;;;82080000.0
A20338;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64886400.0
A20339;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64713600.0
A20343;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;63158400.0
A20344;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;60393600.0
A20404;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;63072000.0
A20407;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64022400.0
A20410;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;63936000.0
A20411;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;63158400.0
A20418;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;63072000.0
A20420;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;60998400.0
A20424;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;63158400.0
A20427;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;53395200.0
A20428;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64022400.0
A20431;Payment;;2010/01/28 00:00:00.000;Variant 4;4;;;;;;complete;;;87.5;;87.5;;38448000.0
A20433;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;60998400.0
A20437;Payment;;2010/04/26 00:00:00.000;Variant 4;4;;;;;;complete;;;87.5;;87.5;;46051200.0
A20440;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;59875200.0
A20447;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;61084800.0
A20756;Payment;;2010/06/25 00:00:00.000;Variant 4;4;;;;;;complete;;;87.5;;87.5;;50544000.0
A20764;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;60480000.0
A20766;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;60220800.0
A20767;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;61084800.0
A20772;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;61084800.0
A20779;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;52012800.0
A20783;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;60220800.0
A20784;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;60998400.0
A20785;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;60134400.0
A20786;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;60134400.0
A20788;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;60480000.0
A20789;Insert Date Appeal to Prefecture;;2010/04/16 00:00:00.000;Variant 11;11;;;;;;complete;;;;;;;45187200.0
A20796;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;57456000.0
A20798;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;59875200.0
A20800;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;58924800.0
A21154;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;63763200.0
A21160;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;63849600.0
A21166;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;61084800.0
A21174;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;52012800.0
A21175;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;61084800.0
A21184;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;59788800.0
A21188;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;52358400.0
A21190;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;50371200.0
A21197;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;57628800.0
A21198;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;55641600.0
A21200;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;55641600.0
A21303;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68515200.0
A21308;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64368000.0
A21309;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64540800.0
A21313;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;60912000.0
A21314;Payment;;2010/03/13 00:00:00.000;Variant 4;4;;;;;;complete;;;57.5;;57.5;;41472000.0
A21315;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;60134400.0
A21318;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 9;9;;;;;;complete;;;;;;;57369600.0
A21322;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;53481600.0
A21323;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;55641600.0
A21324;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;55641600.0
A21326;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;54777600.0
A21328;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;54172800.0
A21330;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;56764800.0
A21331;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 9;9;;;;;;complete;;;;;;;49075200.0
A21339;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;41990400.0
A21342;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;39139200.0
A21344;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;38275200.0
A21347;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;37670400.0
A21349;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;37756800.0
A21799;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 19;19;;;;;;complete;;;;;;;73526400.0
A21884;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;67651200.0
A22044;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68083200.0
A22047;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68860800.0
A22048;Payment;;2010/04/03 00:00:00.000;Variant 5;5;;;;;;complete;;;57.0;;114.0;;18835200.0
A22058;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;48643200.0
A22126;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;52185600.0
A22252;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;61084800.0
A22258;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;61084800.0
A22263;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;60134400.0
A22267;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;60134400.0
A22269;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;60998400.0
A22270;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 9;9;;;;;;complete;;;;;;;59616000.0
A22287;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;59961600.0
A22289;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;58924800.0
A22290;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;58838400.0
A22296;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;58838400.0
A22298;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;59443200.0
A22393;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64368000.0
A22394;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64972800.0
A22395;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;63936000.0
A22414;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;47865600.0
A22415;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;48038400.0
A22416;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;47865600.0
A22436;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;37670400.0
A22437;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;37497600.0
A22441;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;37670400.0
A22443;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;36806400.0
A22444;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;36633600.0
A22449;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;36720000.0
A23033;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;52185600.0
A23324;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 20;20;;;;;;complete;;;;;;;71366400.0
A23345;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64022400.0
A23715;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68947200.0
A23740;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 20;20;;;;;;complete;;;;;;;71366400.0
A23823;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 20;20;;;;;;complete;;;;;;;71280000.0
A23882;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;67910400.0
A24092;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68860800.0
A24300;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68947200.0
A24388;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;67737600.0
A24395;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68083200.0
A24399;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 9;9;;;;;;complete;;;;;;;50803200.0
A24408;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68947200.0
A24409;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 9;9;;;;;;complete;;;;;;;66787200.0
A24415;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68256000.0
A24416;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68860800.0
A24417;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;67996800.0
A24428;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68774400.0
A24440;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68774400.0
A24443;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;67910400.0
A24444;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68601600.0
A24454;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 20;20;;;;;;complete;;;;;;;71107200.0
A24539;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68947200.0
A24549;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 59;59;;;;;;complete;;;;;;;63158400.0
A24593;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68947200.0
A24659;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68860800.0
A24663;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68083200.0
A24678;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68947200.0
A24684;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68947200.0
A24695;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64540800.0
A24706;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;67651200.0
A24709;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68601600.0
A24710;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;67651200.0
A24713;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;67651200.0
A24714;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;67651200.0
A24731;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64972800.0
A24736;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64972800.0
A24740;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64972800.0
A24745;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64972800.0
A24806;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;65232000.0
A24815;Payment;;2010/05/13 00:00:00.000;Variant 4;4;;;;;;complete;;;87.0;;87.0;;55555200.0
A24848;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68947200.0
A25003;Send Appeal to Prefecture;;2010/08/11 00:00:00.000;Variant 8;8;;;#;;;complete;;;;;;;63331200.0
A25028;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;63158400.0
A25029;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68083200.0
A25036;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64108800.0
A25043;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64368000.0
A25047;Payment;;2010/04/30 00:00:00.000;Variant 4;4;;;;;;complete;;;87.0;;87.0;;50457600.0
A25050;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;65232000.0
A25071;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;60825600.0
A25072;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64108800.0
A25075;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;63849600.0
A25077;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;65232000.0
A25083;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64368000.0
A25086;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64368000.0
A25093;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64540800.0
A25121;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 17;17;;;;;;complete;;;;;;;72403200.0
A25122;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;60134400.0
A25157;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68947200.0
A25160;Insert Date Appeal to Prefecture;;2010/04/16 00:00:00.000;Variant 11;11;;;;;;complete;;;;;;;53049600.0
A25166;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 26;26;;;;;;complete;;;;;;;68169600.0
A25167;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;67651200.0
A25172;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68601600.0
A25184;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68601600.0
A25186;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;48816000.0
A25197;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;65318400.0
A25235;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68256000.0
A25249;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;68947200.0
A25354;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64022400.0
A25360;Payment;;2010/03/24 00:00:00.000;Variant 5;5;;;;;;complete;;;87.0;;174.0;;21340800.0
A25363;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64713600.0
A25365;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64454400.0
A25373;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;59961600.0
A25374;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64627200.0
A25376;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64368000.0
A25382;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;63331200.0
A25384;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;65145600.0
A25388;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64886400.0
A25411;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;63763200.0
A25412;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64022400.0
A25424;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;63936000.0
A25426;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64022400.0
A25428;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64022400.0
A25433;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;62467200.0
A25436;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 44;44;;;;;;complete;;;;;;;64022400.0
A25449;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64022400.0
A25472;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;48816000.0
A25502;Payment;;2010/04/26 00:00:00.000;Variant 4;4;;;;;;complete;;;87.0;;87.0;;52704000.0
A25503;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64368000.0
A25511;Send for Credit Collection;;2010/10/15 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;64108800.0
