Case ID;Activity;Resource;Complete Timestamp;Variant;Variant index;amount;article;dismissal;expense;lastSent;lifecycle:transition;matricola;notificationType;paymentAmount;points;totalPaymentAmount;vehicleClass;Duration
C19060;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 19;19;;;;;;complete;;;;;;;59011200.0
C19968;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;125712000.0
C20042;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;53827200.0
C20381;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;102297600.0
C20462;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 17;17;;;;;;complete;;;;;;;127440000.0
C20588;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;106617600.0
C20665;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;104198400.0
C20720;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;101260800.0
C20725;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;106444800.0
C20728;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;100051200.0
C20931;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 20;20;;;;;;complete;;;;;;;46483200.0
C20936;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;110937600.0
C21091;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;108864000.0
C21114;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;57283200.0
C21136;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;108864000.0
C21149;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;53827200.0
C21157;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;105408000.0
C21173;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;52963200.0
C21175;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;44409600.0
C21366;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;100396800.0
C21375;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;93916800.0
C21524;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;89251200.0
C21536;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;88041600.0
C21545;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;86227200.0
C21546;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;86227200.0
C21549;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;79747200.0
C21568;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 17;17;;;;;;complete;;;;;;;86918400.0
C21569;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 17;17;;;;;;complete;;;;;;;86918400.0
C21570;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 17;17;;;;;;complete;;;;;;;86918400.0
C21571;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 17;17;;;;;;complete;;;;;;;86918400.0
C21601;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;82944000.0
C21603;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;76550400.0
C21618;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;85017600.0
C21623;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;55728000.0
C21625;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;45446400.0
C21627;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;43718400.0
C21632;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;83203200.0
C21729;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;48816000.0
C21735;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;79488000.0
C21740;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 19;19;;;;;;complete;;;;;;;63590400.0
C21751;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;76636800.0
C21752;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;74563200.0
C21775;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;55641600.0
C21776;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;55641600.0
C21795;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;57456000.0
C21814;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;74649600.0
C21837;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;53827200.0
C21838;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;52358400.0
C21849;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;59443200.0
C21850;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 25;25;;;;;;complete;;;;;;;54604800.0
C21853;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;41126400.0
C21854;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;43113600.0
C21855;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;62640000.0
C21924;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;59616000.0
C21925;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;46396800.0
C21974;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;72057600.0
C21987;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;54345600.0
C21988;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;65750400.0
C21993;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;46137600.0
C22001;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;32486400.0
C22002;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;32486400.0
C22005;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;30240000.0
C22011;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;72662400.0
C22013;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;72662400.0
C22015;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;71712000.0
C22017;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;58838400.0
C22018;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;29980800.0
C22025;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;71712000.0
C22034;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;55468800.0
C22039;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;57801600.0
C22040;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;57801600.0
C22043;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;57715200.0
C22050;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 9;9;;;;;;complete;;;;;;;53827200.0
C22054;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;51148800.0
C22059;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;38534400.0
C22073;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 17;17;;;;;;complete;;;;;;;67478400.0
C22079;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 17;17;;;;;;complete;;;;;;;61516800.0
C22082;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;37497600.0
C22085;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;63331200.0
C22088;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;56592000.0
C22089;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;56592000.0
C22091;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;40003200.0
C22100;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;48038400.0
C22116;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;58492800.0
C22122;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;63763200.0
C22129;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;48124800.0
C22130;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;48038400.0
C22134;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;48038400.0
C22135;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;48038400.0
C22150;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;52704000.0
C22151;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;51580800.0
C22152;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;59788800.0
C22156;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;58492800.0
C22161;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;38880000.0
C22166;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;56332800.0
C22167;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;56246400.0
C22170;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;54864000.0
C22209;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 19;19;;;;;;complete;;;;;;;40694400.0
C22210;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;37929600.0
C22236;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;54259200.0
C22237;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;54000000.0
C22238;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;54000000.0
C22242;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;51667200.0
C22243;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;51580800.0
C22246;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;50716800.0
C22250;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;58838400.0
C22253;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;56505600.0
C22260;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;54777600.0
C22261;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;45446400.0
C22267;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;45705600.0
C22274;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;50112000.0
C22275;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;49248000.0
C22277;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;50371200.0
C22283;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;50630400.0
C22285;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;50630400.0
C22288;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;57715200.0
C22292;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;57283200.0
C22298;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;57024000.0
C22301;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;56419200.0
C22304;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;42163200.0
C22307;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;56246400.0
C22313;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;55123200.0
C22315;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;37670400.0
C22319;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;44236800.0
C22323;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;44236800.0
C22330;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;52876800.0
C22337;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;54432000.0
C22340;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;46310400.0
C22344;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;49680000.0
C22345;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;56332800.0
C22347;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;42163200.0
C22352;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;45360000.0
C22353;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;45532800.0
C22354;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;45532800.0
C22355;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;54691200.0
C22360;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;41904000.0
C22361;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;45360000.0
C22363;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;39744000.0
C22364;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;55382400.0
C22365;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;46396800.0
C22366;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;55382400.0
C22368;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;55382400.0
C22370;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;55382400.0
C22375;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;54777600.0
C22384;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;32054400.0
C22395;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;52876800.0
C22396;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;45014400.0
C22404;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;54518400.0
C22406;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;51408000.0
C22412;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;54691200.0
C22413;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;54691200.0
C22418;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;46396800.0
C22421;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;52876800.0
C22422;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;52963200.0
C22426;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;48297600.0
C22428;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;45705600.0
C22432;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;32918400.0
C22433;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;41040000.0
C22434;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;41040000.0
C22441;Send Fine;;2013/02/06 00:00:00.000;Variant 3;3;;;;15.0;;complete;;;;;;;7603200.0
C22449;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;40003200.0
C22463;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;50025600.0
C22471;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 9;9;;;;;;complete;;;;;;;33436800.0
C22472;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 9;9;;;;;;complete;;;;;;;33436800.0
C22479;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 20;20;;;;;;complete;;;;;;;50803200.0
C22480;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;52272000.0
C22484;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;51840000.0
C22485;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;45100800.0
C22486;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;53481600.0
C22495;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;53568000.0
C22497;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;53049600.0
C22502;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;50284800.0
C22503;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;50284800.0
C22505;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;50112000.0
C22508;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;48643200.0
C22509;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;39830400.0
C22510;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;48384000.0
C22514;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;46656000.0
C22520;Payment;;2013/02/11 00:00:00.000;Variant 4;4;;;;;;complete;;;154.0;;154.0;;10195200.0
C22531;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;51753600.0
C22532;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;50284800.0
C22551;Payment;;2013/02/27 00:00:00.000;Variant 4;4;;;;;;complete;;;304.0;;304.0;;8812800.0
C22562;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;50457600.0
C22566;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;45446400.0
C22567;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;45360000.0
C22569;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;44236800.0
C22576;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;33091200.0
C22578;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;40003200.0
C22583;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;49680000.0
C22584;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;49680000.0
C22588;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;48729600.0
C22597;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;45878400.0
C22602;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;44236800.0
C22605;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;43459200.0
C22607;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;41990400.0
C22612;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;47779200.0
C22642;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;47779200.0
C22645;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;47001600.0
C22650;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;43027200.0
C22651;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;43027200.0
C22656;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;47779200.0
C22690;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;43286400.0
C22692;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;43459200.0
C22701;Insert Date Appeal to Prefecture;;2013/01/11 00:00:00.000;Variant 8;8;;;;;;complete;;;;;;;3974400.0
C22701;Add penalty;;2013/01/25 00:00:00.000;Variant 8;8;1597.0;;;;;complete;;;;;;;1209600.0
C22701;Send Appeal to Prefecture;;2013/02/22 00:00:00.000;Variant 8;8;;;NIL;;;complete;;;;;;;2419200.0
C22702;Insert Date Appeal to Prefecture;;2013/01/11 00:00:00.000;Variant 8;8;;;;;;complete;;;;;;;3974400.0
C22702;Add penalty;;2013/01/25 00:00:00.000;Variant 8;8;0.0;;;;;complete;;;;;;;1209600.0
C22702;Send Appeal to Prefecture;;2013/02/22 00:00:00.000;Variant 8;8;;;NIL;;;complete;;;;;;;2419200.0
C22704;Insert Date Appeal to Prefecture;;2013/01/11 00:00:00.000;Variant 8;8;;;;;;complete;;;;;;;3974400.0
C22704;Add penalty;;2013/01/25 00:00:00.000;Variant 8;8;2220.0;;;;;complete;;;;;;;1209600.0
C22704;Send Appeal to Prefecture;;2013/02/22 00:00:00.000;Variant 8;8;;;NIL;;;complete;;;;;;;2419200.0
C22708;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;47001600.0
C22709;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;34819200.0
C22717;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;45360000.0
C22720;Send for Credit Collection;;2013/04/24 00:00:00.000;Variant 1;1;;;;;;complete;;;;;;;45100800.0
